loc_rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_orbeccen,pl_dens,ra,dec,st_teff,st_mass,st_rad,pl_masse,pl_rade
1147,Kepler-1031,Transit,1,1.22621732,,,,296.089747,48.955376,6011,1.09,1.12,,0.87
1148,Kepler-1032,Transit,1,3.29011795,,,,289.930872,40.097751,4647,0.77,0.71,,1.87
1149,Kepler-1033,Transit,1,7.56052806,,,,283.845142,44.609093,5547,0.94,0.92,,2.51
1150,Kepler-1034,Transit,1,12.12400943,,,,286.115368,37.966997,5198,0.83,0.8,,2.26
1151,Kepler-1035,Transit,1,2.71407755,,,,289.042225,42.882488,5763,0.98,0.97,,1.17
1152,Kepler-1036,Transit,1,122.8808058,,,,295.181638,49.945786,5533,0.95,0.89,,3.01
1153,Kepler-1037,Transit,1,1.06378867,,,,296.341029,47.170856,5105,0.82,0.78,,1.28
1154,Kepler-1038,Transit,1,148.4603382,,,,298.972184,44.132378,5335,0.87,0.83,,3.53
1155,Kepler-1039,Transit,1,0.93488424,,,,298.326591,45.315514,4870,0.79,0.74,,1.46
1156,Kepler-104,Transit,3,11.427548,0.094,,,287.604612,42.166779,5711,0.81,1.35,,3.1
1157,Kepler-104,Transit,3,23.668205,0.153,,,287.604612,42.166779,5711,0.81,1.35,,3.13
1158,Kepler-104,Transit,3,51.755394,0.257,,,287.604612,42.166779,5711,0.81,1.35,,3.58
1159,Kepler-1040,Transit,1,201.1214,,,,283.113784,48.131393,5694,0.98,0.96,,2.08
1160,Kepler-1041,Transit,1,24.7576421,,,,293.881768,49.683155,5957,1.06,1.08,,2.94
1161,Kepler-1042,Transit,1,10.13202575,,,,288.668933,39.824006,4815,0.75,0.72,,2.19
1162,Kepler-1043,Transit,1,38.5053398,,,,281.662983,47.568584,5629,0.92,0.9,,2.55
1163,Kepler-1044,Transit,1,6.77408868,,,,293.144456,46.666237,5985,1.08,1.11,,2.67
1164,Kepler-1045,Transit,1,26.41045478,,,,284.183296,45.074104,5301,0.86,0.82,,2.69
1165,Kepler-1046,Transit,1,14.37508035,,,,296.755759,46.998291,5913,1.04,1.04,,1.71
1166,Kepler-1047,Transit,2,56.1886887,,,,288.646254,50.788982,5754,1.08,1.13,,2.09
1167,Kepler-1047,Transit,2,3.18897601,,,,288.646254,50.788982,5754,1.08,1.13,,0.99
1168,Kepler-1048,Transit,1,6.92101021,,,,281.898352,42.165787,4651,0.75,0.7,,1.61
1169,Kepler-1049,Transit,1,3.27346074,,,,287.346741,47.772957,3864,0.51,0.49,,0.95
1170,Kepler-105,Transit,2,5.4122,0.066,0.47,,287.887325,46.276237,5827,0.96,0.89,,4.81
1171,Kepler-105,Transit,2,7.1262,,,11.2,287.887325,46.276237,5827,0.96,0.89,4.6,1.31
1172,Kepler-1050,Transit,2,15.3787546,,,,282.924996,48.626392,6010,1.09,1.13,,1.6
1173,Kepler-1050,Transit,2,21.1284569,,,,282.924996,48.626392,6010,1.09,1.13,,1.48
1174,Kepler-1051,Transit,1,25.96200249,,,,295.158106,40.898849,6675,1.43,1.73,,3.4
1175,Kepler-1052,Transit,1,34.8538276,,,,295.342731,46.602264,5888,1.03,1.03,,2.93
1176,Kepler-1053,Transit,1,2.41435165,,,,291.418635,39.127415,4529,0.74,0.69,,0.98
1177,Kepler-1054,Transit,1,4.30655689,,,,290.601152,44.556385,6209,1.22,1.34,,2.63
1178,Kepler-1055,Transit,1,2.29503623,,,,290.486779,44.932617,5723,0.98,0.94,,1.23
1179,Kepler-1056,Transit,1,27.495606,,,,299.52598,46.899261,6127,1.12,1.2,,3.01
1180,Kepler-1057,Transit,1,14.08827448,,,,297.452152,41.558124,5987,1.07,1.1,,3.36
1181,Kepler-1058,Transit,1,110.96546,,,,294.595783,45.875034,4644,0.73,0.69,,2.72
1182,Kepler-1059,Transit,1,3.76419105,,,,289.220209,41.706486,4906,0.75,0.72,,1.73
1183,Kepler-106,Transit,4,6.16486,,,,300.863971,44.337555,5858,1,1.04,,0.82
1184,Kepler-106,Transit,4,13.5708,,,3.28,300.863971,44.337555,5858,1,1.04,10.44,2.5
1185,Kepler-106,Transit,4,23.9802,,,,300.863971,44.337555,5858,1,1.04,,0.95
1186,Kepler-106,Transit,4,43.8445,,,3.1,300.863971,44.337555,5858,1,1.04,11.17,2.56
1187,Kepler-1060,Transit,1,46.8779367,,,,286.025189,39.630929,5797,0.99,0.99,,2.38
1188,Kepler-1061,Transit,1,2.75798267,,,,296.230004,50.27523,6067,1.09,1.07,,1.98
1189,Kepler-1062,Transit,1,9.30412078,,,,283.899402,41.221607,4597,0.75,0.7,,1.76
1190,Kepler-1063,Transit,1,14.07971466,,,,290.52675,38.142973,5945,1.09,1.14,,1.49
1191,Kepler-1064,Transit,1,16.54080322,,,,291.741637,37.688934,5153,0.85,0.79,,1.55
1192,Kepler-1065,Transit,2,3.60930891,,,,294.511258,38.790501,5635,0.94,0.93,,3.73
1193,Kepler-1065,Transit,2,2.37030743,,,,294.511258,38.790501,5635,0.94,0.93,,1.6
1194,Kepler-1066,Transit,1,1.93155984,,,,298.866564,46.502239,5762,0.98,0.98,,2.36
1195,Kepler-1067,Transit,1,0.76212926,,,,285.387409,45.049053,5592,0.95,0.93,,0.8
1196,Kepler-1068,Transit,1,16.92344113,,,,294.648164,46.392365,5806,1.01,1.01,,3.63
1197,Kepler-1069,Transit,1,23.8990296,,,,290.979329,47.989002,5722,0.99,0.98,,1.6
1198,Kepler-107,Transit,4,3.179997,0.044,,,297.028248,48.208611,5851,,1.41,,1.56
1199,Kepler-107,Transit,4,4.901425,0.059,,,297.028248,48.208611,5851,,1.41,,1.81
1200,Kepler-107,Transit,4,7.958203,0.082,,,297.028248,48.208611,5851,,1.41,,1.07
1201,Kepler-107,Transit,4,14.749049,0.123,,,297.028248,48.208611,5851,,1.41,,3.45
1202,Kepler-1070,Transit,1,6.2216147,,,,293.195374,49.316502,6261,1.21,1.32,,1.73
1203,Kepler-1071,Transit,1,6.1799844,,,,293.057996,45.248817,5215,0.86,0.81,,2.38
1204,Kepler-1072,Transit,1,1.5690665,,,,292.04438,46.329025,6199,1.2,1.32,,1.58
1205,Kepler-1073,Transit,2,8.67888593,,,,294.1527,38.233048,5792,1,1,,2.3
1206,Kepler-1073,Transit,2,4.02582254,,,,294.1527,38.233048,5792,1,1,,1.64
1207,Kepler-1074,Transit,1,5.94566534,,,,284.476545,46.252579,4002,0.6,0.57,,1.25
1208,Kepler-1075,Transit,1,1.52372816,,,,287.501179,47.469269,3959,0.56,0.54,,1.42
1209,Kepler-1076,Transit,1,6.14727918,,,,287.590098,51.060574,4868,0.79,0.74,,0.8
1210,Kepler-1077,Transit,1,34.3511874,,,,291.033636,42.26786,5816,1.02,1.02,,2.77
1211,Kepler-1078,Transit,1,3.00725242,,,,293.200589,43.050037,5612,0.94,0.92,,1.9
1212,Kepler-1079,Transit,1,13.24503188,,,,299.549499,45.769753,5758,1.08,1.36,,1.63
1213,Kepler-108,Transit,2,49.183921,0.292,,,294.559169,46.062325,5854,0.87,2.19,,8.65
1214,Kepler-108,Transit,2,190.323494,0.721,,,294.559169,46.062325,5854,0.87,2.19,,8.18
1215,Kepler-1080,Transit,1,77.2548396,,,,296.464522,49.182915,5956,1.1,1.16,,3.28
1216,Kepler-1081,Transit,1,3.85691855,,,,289.44452,41.317757,5345,0.88,0.84,,1.01
1217,Kepler-1082,Transit,1,1.5432066,,,,289.358672,50.598484,5923,1.03,1.14,,1.12
1218,Kepler-1083,Transit,1,33.4177993,,,,283.161951,45.198315,5049,0.81,0.77,,3.36
1219,Kepler-1084,Transit,1,2.05333679,,,,290.101971,48.251137,6113,1.12,1.28,,1.11
1220,Kepler-1085,Transit,1,219.3217528,,,,287.477648,46.141186,6000,1.11,1.14,,7.22
1221,Kepler-1086,Transit,2,18.78425728,,,,295.251155,45.842972,4350,0.7,0.66,,2.44
1222,Kepler-1086,Transit,2,161.5163345,,,,295.251155,45.842972,4350,0.7,0.66,,2.94
1223,Kepler-1087,Transit,1,0.69384285,,,,294.978825,46.005653,5589,0.96,0.94,,0.61
1224,Kepler-1088,Transit,1,23.12748644,,,,281.561453,42.450504,5975,1.08,1.08,,1.42
1225,Kepler-1089,Transit,1,5.13248562,,,,291.092742,49.190059,3753,0.52,0.49,,1.83
1226,Kepler-109,Transit,2,6.48163,,,,290.392721,40.284875,5952,1.04,1.32,,2.37
1227,Kepler-109,Transit,2,21.2227,,,,290.392721,40.284875,5952,1.04,1.32,,2.52
1228,Kepler-1090,Transit,1,198.680179,,,,295.662872,44.525845,5321,0.86,0.82,,2.25
1229,Kepler-1091,Transit,1,1.43474156,,,,299.785465,43.670753,5851,1.01,1.03,,1.46
1230,Kepler-1092,Transit,1,58.6017925,,,,297.72314,47.112659,5862,0.99,1,,2.07
1231,Kepler-1093,Transit,2,25.0824626,,,,284.978013,41.420166,6166,1.13,1.2,,1.95
1232,Kepler-1093,Transit,2,89.722292,,,,284.978013,41.420166,6166,1.13,1.2,,1.96
1233,Kepler-1094,Transit,1,78.1000231,,,,292.301253,38.267041,6112,1.14,1.21,,3.18
1234,Kepler-1095,Transit,1,4.27103091,,,,293.262447,41.365114,5658,0.94,0.92,,1.21
1235,Kepler-1096,Transit,1,2.89221751,,,,294.70938,45.969501,4306,0.66,0.63,,1.24
1236,Kepler-1097,Transit,1,187.747029,,,,281.594148,42.596416,5211,0.82,0.79,,3.26
1237,Kepler-1098,Transit,1,2.54307286,,,,295.502705,43.232796,5794,0.99,0.99,,1.3
1238,Kepler-1099,Transit,1,2.16845259,,,,288.749962,48.277176,5837,1.01,1,,2.83
1239,Kepler-11,Transit,6,10.3039,0.091,0.045,1.72,297.115123,41.909138,5663,0.96,1.06,1.9,1.8
1240,Kepler-11,Transit,6,13.0241,0.107,0.026,0.66,297.115123,41.909138,5663,0.96,1.06,2.9,2.87
1241,Kepler-11,Transit,6,22.6845,0.155,0.004,1.28,297.115123,41.909138,5663,0.96,1.06,7.3,3.12
1242,Kepler-11,Transit,6,31.9996,0.195,0.012,0.58,297.115123,41.909138,5663,0.96,1.06,8,4.19
1243,Kepler-11,Transit,6,46.6888,0.25,0.013,0.69,297.115123,41.909138,5663,0.96,1.06,2,2.49
1244,Kepler-11,Transit,6,118.3807,0.466,0.15,4,297.115123,41.909138,5663,0.96,1.06,25,3.33
1245,Kepler-110,Transit,2,12.691112,0.107,,,292.929133,48.602814,5960,,1.15,,1.83
1246,Kepler-110,Transit,2,31.719775,0.198,,,292.929133,48.602814,5960,,1.15,,2.21
1247,Kepler-1100,Transit,1,6.42200058,,,,291.871356,44.087376,6247,1.21,1.34,,1.75
1248,Kepler-1101,Transit,1,81.3151059,,,,294.569379,45.671257,5614,0.94,0.91,,2.47
1249,Kepler-1102,Transit,1,51.3285623,,,,281.322565,48.066505,5724,0.96,0.94,,2.66
1250,Kepler-1103,Transit,1,19.79191978,,,,287.38209,49.452396,6092,1.11,1.15,,2.27
1251,Kepler-1104,Transit,1,5.03728015,,,,294.468554,49.331024,6417,1.3,1.41,,1.23
1252,Kepler-1105,Transit,1,4.42157218,,,,281.111771,42.454931,4299,0.71,0.68,,2.01
1253,Kepler-1106,Transit,1,1.25275217,,,,291.145201,44.062546,6104,1.11,1.17,,1.65
1254,Kepler-1107,Transit,1,0.57103852,,,,291.049927,39.141674,5268,0.86,0.82,,1.34
1255,Kepler-1108,Transit,1,4.51005748,,,,296.042339,45.985146,5406,0.88,0.84,,1.46
1256,Kepler-1109,Transit,1,37.6467384,,,,291.646244,39.396624,5893,1.05,1.06,,2.19
1257,Kepler-111,Transit,2,3.341815,0.046,,,291.65317,44.688274,5952,,1.16,,1.58
1258,Kepler-111,Transit,2,224.784608,0.761,,,291.65317,44.688274,5952,,1.16,,7.3
1259,Kepler-1110,Transit,1,9.69312032,,,,291.808022,38.622703,4781,0.73,0.7,,2.66
1260,Kepler-1111,Transit,1,8.79617863,,,,295.463372,45.812744,6077,1.1,1.15,,2
1261,Kepler-1112,Transit,1,14.36267939,,,,296.968815,47.751488,6496,1.34,1.54,,3.02
1262,Kepler-1113,Transit,1,42.3004954,,,,289.406695,39.338834,5931,1.12,1.17,,2.81
1263,Kepler-1114,Transit,1,14.97435694,,,,299.236933,45.834698,5374,0.87,0.83,,1.35
1264,Kepler-1115,Transit,1,23.5540725,,,,294.991772,40.144409,8480,1.6,1.73,,1.7
1265,Kepler-1116,Transit,1,41.6977827,,,,291.933655,44.115505,5641,0.95,0.93,,2.54
1266,Kepler-1117,Transit,1,4.79028459,,,,292.08478,49.23748,5612,0.95,0.93,,1.11
1267,Kepler-1118,Transit,1,38.6715075,,,,299.965664,44.160896,5688,0.96,0.97,,2.74
1268,Kepler-1119,Transit,1,8.3265153,,,,297.019131,44.327522,6083,1.11,1.17,,1.92
1269,Kepler-112,Transit,2,8.408878,0.076,,,296.981009,43.209751,5544,,0.84,,2.36
1270,Kepler-112,Transit,2,28.574263,0.172,,,296.981009,43.209751,5544,,0.84,,2.4
1271,Kepler-1120,Transit,1,2.94902905,,,,290.914483,42.286579,4904,0.78,0.74,,1.38
1272,Kepler-1121,Transit,1,13.15141081,,,,297.786606,47.886127,6231,1.29,1.59,,1.91
1273,Kepler-1122,Transit,1,42.1917357,,,,288.280535,46.340904,5544,0.92,0.89,,2.04
1274,Kepler-1123,Transit,1,4.33946454,,,,294.517667,50.670399,5500,0.93,0.9,,1.67
1275,Kepler-1124,Transit,1,2.85234897,,,,286.594273,37.891266,3658,0.35,0.34,,1.28
1276,Kepler-1125,Transit,1,17.6700642,,,,295.481223,40.73198,5683,0.95,0.94,,1.84
1277,Kepler-1126,Transit,1,108.593329,,,,285.691992,45.689396,5798,0.92,0.93,,1.73
1278,Kepler-1127,Transit,1,5.12330347,,,,293.217384,42.720707,5664,0.97,0.95,,1.96
1279,Kepler-1128,Transit,1,61.6178167,,,,293.063338,39.403444,5543,0.94,0.91,,3.65
1280,Kepler-1129,Transit,2,24.3397804,,,,291.604495,41.309361,5831,1,1,,2.96
1281,Kepler-1129,Transit,2,76.5369586,,,,291.604495,41.309361,5831,1,1,,2.73
1282,Kepler-113,Transit,2,4.754,,,10.73,287.997883,50.944332,4725,0.75,0.69,11.7,1.82
1283,Kepler-113,Transit,2,8.92507,,,,287.997883,50.944332,4725,0.75,0.69,,2.18
1284,Kepler-1130,Transit,1,5.45298175,,,,285.207485,45.38435,5403,0.9,0.81,,0.8
1285,Kepler-1131,Transit,1,3.53232449,,,,295.651494,49.261295,5851,1.03,1.04,,1.59
1286,Kepler-1132,Transit,1,62.8916228,,,,286.367463,48.423935,5298,0.87,0.83,,2.35
1287,Kepler-1133,Transit,1,11.55562343,,,,293.322404,42.86747,5569,0.93,0.9,,1.97
1288,Kepler-1134,Transit,1,17.13263989,,,,295.567982,42.478287,5281,0.84,0.81,,2.64
1289,Kepler-1135,Transit,1,76.957857,,,,286.002968,44.756592,5656,0.96,0.94,,1.85
1290,Kepler-1136,Transit,1,2.36172433,,,,284.107796,44.245808,4512,0.72,0.68,,1.64
1291,Kepler-1137,Transit,1,23.9210791,,,,287.130272,48.665375,6807,1.5,1.84,,2.2
1292,Kepler-1138,Transit,1,3.17060005,,,,285.899242,48.307301,5582,0.95,0.92,,1.7
1293,Kepler-1139,Transit,1,0.81316672,,,,287.945617,39.230568,5550,0.94,0.91,,1.19
1294,Kepler-114,Transit,3,5.188549,0.053,,,294.121421,48.349525,4605,0.56,0.67,,1.26
1295,Kepler-114,Transit,3,8.041,,,,294.121421,48.349525,4605,0.56,0.67,2.8,1.6
1296,Kepler-114,Transit,3,11.776,,,,294.121421,48.349525,4605,0.56,0.67,3.9,2.53
1297,Kepler-1140,Transit,1,24.0862707,,,,281.693981,46.946449,4850,0.76,0.73,,2.77
1298,Kepler-1141,Transit,1,2.34451194,,,,290.543645,47.72588,5791,1.01,1.07,,0.82
1299,Kepler-1142,Transit,1,18.3027248,,,,292.714435,44.082336,5685,0.97,0.96,,1.47
1300,Kepler-1143,Transit,2,2.88890485,,,,287.302821,39.289688,5053,0.81,0.77,,1.67
1301,Kepler-1143,Transit,2,210.630591,,,,287.302821,39.289688,5053,0.81,0.77,,3.6
1302,Kepler-1144,Transit,1,17.14647302,,,,290.043293,47.257977,5753,0.98,0.96,,1.99
1303,Kepler-1145,Transit,1,3.97076766,,,,295.308161,43.044415,5064,0.79,0.75,,1.4
1304,Kepler-1146,Transit,1,2.3522658,,,,286.716626,47.425633,4692,0.74,0.7,,1.23
1305,Kepler-1147,Transit,1,10.62784997,,,,292.547537,41.642956,5941,1.09,1.14,,2.61
1306,Kepler-1148,Transit,1,1.10446351,,,,290.953557,45.719536,5054,0.81,0.77,,1.69
1307,Kepler-1149,Transit,1,3.73089898,,,,294.18926,45.151577,5833,1.02,1.01,,1.44
1308,Kepler-115,Transit,2,2.403679,0.036,,,297.711849,45.261925,5979,1,1.21,,1.09
1309,Kepler-115,Transit,2,8.990889,0.087,,,297.711849,45.261925,5979,1,1.21,,2.6
1310,Kepler-1150,Transit,1,2.78786839,,,,296.724492,49.532715,4754,0.76,0.72,,1.02
1311,Kepler-1151,Transit,1,65.6478424,,,,292.247793,47.878452,5470,0.88,0.85,,2.22
1312,Kepler-1152,Transit,1,1.64680191,,,,290.434033,44.107651,3964,0.55,0.53,,0.87
1313,Kepler-1153,Transit,1,1.75583533,,,,289.147217,45.866181,5470,0.91,0.88,,1.73
1314,Kepler-1154,Transit,2,5.1856142,,,,297.477127,39.877247,6327,1.26,1.43,,2.34
1315,Kepler-1154,Transit,2,8.45808312,,,,297.477127,39.877247,6327,1.26,1.43,,2.36
1316,Kepler-1155,Transit,1,33.469743,,,,288.820587,39.522827,5842,1.03,1.03,,2.03
1317,Kepler-1156,Transit,1,11.89520511,,,,288.924024,46.057632,5778,1,1,,1.32
1318,Kepler-1157,Transit,1,4.45743164,,,,283.121049,43.525642,4679,0.76,0.71,,1.09
1319,Kepler-1158,Transit,1,13.5396293,,,,292.233946,41.575213,6203,1.41,1.95,,2.34
1320,Kepler-1159,Transit,1,22.70816791,,,,294.266335,45.204315,6217,1.19,1.28,,2.37
1321,Kepler-116,Transit,2,5.968734,0.069,,,294.74207,43.536835,6142,1.16,1.45,,3.42
1322,Kepler-116,Transit,2,13.07163,0.116,,,294.74207,43.536835,6142,1.16,1.45,,2.3
1323,Kepler-1160,Transit,1,7.97034958,,,,287.879384,43.364075,5519,0.92,0.89,,2.14
1324,Kepler-1161,Transit,1,10.71252541,,,,299.077103,45.44064,4253,0.59,0.57,,2.13
1325,Kepler-1162,Transit,1,32.5637069,,,,283.29213,45.434116,5390,0.89,0.84,,2.21
1326,Kepler-1163,Transit,1,6.11786898,,,,290.235843,50.030087,6302,1.22,1.35,,1.03
1327,Kepler-1164,Transit,1,3.97599768,,,,287.529634,38.894513,5183,0.85,0.79,,1.12
1328,Kepler-1165,Transit,1,9.478522,,,,286.971267,44.708302,6080,1.13,1.18,,1.55
1329,Kepler-1166,Transit,1,33.2406882,,,,290.348519,50.902855,5446,0.9,0.86,,1.69
1330,Kepler-1167,Transit,1,1.00393374,,,,298.302714,47.694023,4971,0.79,0.75,,1.71
1331,Kepler-1168,Transit,1,55.8226539,,,,287.297694,47.455437,5157,0.87,0.82,,2.5
1332,Kepler-1169,Transit,1,6.11009134,,,,294.911573,46.491463,6191,1.24,1.23,,0.94
1333,Kepler-117,Transit,2,18.7959228,0.1445,0.0493,0.3,288.793037,48.040234,6150,1.13,1.61,29.875,8.059
1334,Kepler-117,Transit,2,50.790391,0.2804,0.0323,1.74,288.793037,48.040234,6150,1.13,1.61,584.78,12.341
1335,Kepler-1170,Transit,1,9.98969327,,,,292.16858,43.779675,5069,0.8,0.76,,2.41
1336,Kepler-1171,Transit,1,1.44259224,,,,294.958925,38.591578,7044,1.58,1.95,,2.56
1337,Kepler-1172,Transit,1,26.0204423,,,,290.474507,37.766598,5558,0.92,0.89,,3.2
1338,Kepler-1173,Transit,1,0.7698536,,,,293.131095,45.663548,5252,0.86,0.82,,0.89
1339,Kepler-1174,Transit,1,6.89225223,,,,281.831445,42.298916,5936,1.04,1.04,,1.59
1340,Kepler-1175,Transit,1,37.94563,,,,289.142702,46.812897,5453,0.9,0.86,,2.99
1341,Kepler-1176,Transit,1,24.1738579,,,,297.919728,45.274162,5844,1.01,1.02,,2.45
1342,Kepler-1177,Transit,1,106.247547,,,,286.671437,49.406288,5712,0.98,0.97,,1.9
1343,Kepler-1178,Transit,1,31.80634,,,,288.456062,45.802124,4990,0.8,0.75,,1.07
1344,Kepler-1179,Transit,1,2.68505749,,,,284.09764,47.810638,5212,0.84,0.81,,1.32
1345,Kepler-118,Transit,2,7.518496,0.073,,,299.213164,41.424824,5274,0.86,1.09,,1.96
1346,Kepler-118,Transit,2,20.17202,0.141,,,299.213164,41.424824,5274,0.86,1.09,,7.68
1347,Kepler-1180,Transit,1,16.8601286,,,,295.88751,43.156063,6077,1.09,1.14,,1.99
1348,Kepler-1181,Transit,1,4.89337519,,,,289.747314,39.523468,6176,1.17,1.3,,1.57
1349,Kepler-1182,Transit,1,11.17394617,,,,296.307949,43.82135,5924,1.04,1.05,,2.41
1350,Kepler-1183,Transit,1,28.5057189,,,,292.232425,38.892222,5765,1,0.99,,2.82
1351,Kepler-1184,Transit,1,53.5991044,,,,291.282055,46.965996,5983,1.05,1.07,,2.68
1352,Kepler-1185,Transit,1,104.3518976,,,,287.241174,39.332757,5622,0.96,0.87,,1.33
1353,Kepler-1186,Transit,1,16.07677615,,,,288.479641,47.101768,5635,0.95,0.93,,2.23
1354,Kepler-1187,Transit,1,18.87064068,,,,286.892005,38.318556,5975,1.06,1.09,,2.61
1355,Kepler-1188,Transit,1,17.1369543,,,,283.103838,43.148045,5913,1.04,1.06,,2.08
1356,Kepler-1189,Transit,1,3.78858982,,,,298.426343,47.946785,6012,1.11,1.16,,1.77
1357,Kepler-119,Transit,2,2.422082,0.035,,,295.946421,42.658924,5595,,0.84,,3.6
1358,Kepler-119,Transit,2,4.125103,0.049,,,295.946421,42.658924,5595,,0.84,,0.92
1359,Kepler-1190,Transit,1,10.45843441,,,,284.999621,49.479977,4730,0.76,0.72,,1.33
1360,Kepler-1191,Transit,1,5.60014851,,,,291.657776,48.009315,5308,0.85,0.81,,1.51
1361,Kepler-1192,Transit,1,25.2034787,,,,282.140566,43.89658,5438,0.86,0.83,,2.36
1362,Kepler-1193,Transit,1,2.83265213,,,,288.144759,51.275627,5908,1.08,1.21,,1.32
1363,Kepler-1194,Transit,1,16.22371307,,,,291.699538,38.145265,5590,0.94,0.92,,1.51
1364,Kepler-1195,Transit,1,8.49642241,,,,284.351087,40.852979,4965,0.74,0.71,,2.08
1365,Kepler-1196,Transit,1,66.1849031,,,,292.369561,43.910809,5756,0.98,0.97,,2.23
1366,Kepler-1197,Transit,1,2.03231845,,,,291.669272,42.59071,4708,0.78,0.72,,1.25
1367,Kepler-1198,Transit,1,7.6847716,,,,288.834008,44.838249,5517,0.93,0.9,,1.47
1368,Kepler-1199,Transit,1,15.0447198,,,,293.725872,47.247044,5889,0.94,1.17,,1.15
1369,Kepler-12,Transit,1,4.4379629,0.0553,,0.11,286.243425,50.040382,5947,1.17,1.48,137.30256,19.661
1370,Kepler-120,Transit,2,6.312501,0.055,,,287.891632,39.339124,4096,,0.53,,2.15
1371,Kepler-120,Transit,2,12.794585,0.088,,,287.891632,39.339124,4096,,0.53,,1.53
1372,Kepler-1200,Transit,1,1.11854972,,,,296.603451,44.129257,4612,0.74,0.7,,1.06
1373,Kepler-1201,Transit,1,15.18725932,,,,294.614827,40.833172,6177,1.15,1.24,,2.29
1374,Kepler-1202,Transit,1,28.6851324,,,,292.290612,44.653255,5834,1.03,1.04,,2.94
1375,Kepler-1203,Transit,1,0.58800076,,,,292.773384,44.178127,4105,0.64,0.61,,1.06
1376,Kepler-1204,Transit,1,85.7350285,,,,289.441483,42.498135,5825,1.03,1.03,,3.05
1377,Kepler-1205,Transit,1,1.07839035,,,,290.279709,41.515049,5226,0.84,0.81,,1.41
1378,Kepler-1206,Transit,1,1.21699766,,,,295.938407,49.791145,4877,0.8,0.75,,1.64
1379,Kepler-1207,Transit,1,13.68237119,,,,295.064243,49.358994,5909,1.06,1.06,,1.62
1380,Kepler-1208,Transit,1,11.08507637,,,,291.881263,44.555729,5001,0.8,0.76,,2.32
1381,Kepler-1209,Transit,1,25.369116,,,,287.584891,49.154793,6210,1.23,1.38,,1.51
1382,Kepler-121,Transit,2,3.177422,0.039,,,286.162064,39.677995,5311,,0.7,,2.34
1383,Kepler-121,Transit,2,41.008011,0.216,,,286.162064,39.677995,5311,,0.7,,2.27
1384,Kepler-1210,Transit,1,8.07124073,,,,292.832145,48.219357,5568,0.94,0.92,,1.7
1385,Kepler-1211,Transit,1,11.01816836,,,,285.720788,40.856961,5705,0.96,0.94,,2.55
1386,Kepler-1212,Transit,1,12.94130146,,,,296.853432,50.037354,6051,1.1,1.15,,2.14
1387,Kepler-1213,Transit,1,5.34982412,,,,289.485822,50.944164,6050,1.14,1.21,,1.19
1388,Kepler-1214,Transit,1,18.82634264,,,,285.142638,49.800667,5130,0.85,0.8,,2.36
1389,Kepler-1215,Transit,1,4.76703963,,,,297.463622,48.181416,5616,0.95,0.93,,1.22
1390,Kepler-1216,Transit,1,4.37034536,,,,287.405321,45.918007,5743,0.99,0.98,,1.39
1391,Kepler-1217,Transit,1,2.03232507,,,,289.186676,50.937557,5905,1.06,1.08,,1.99
1392,Kepler-1218,Transit,1,22.9221266,,,,291.578982,44.531715,5986,1.06,1.1,,1.44
1393,Kepler-1219,Transit,1,16.10467749,,,,297.215809,47.378515,5944,1.25,1.94,,2.12
1394,Kepler-122,Transit,5,5.766193,0.064,,,291.111883,39.949104,6050,0.99,1.22,,2.34
1395,Kepler-122,Transit,5,12.465988,0.108,,,291.111883,39.949104,6050,0.99,1.22,,5.87
1396,Kepler-122,Transit,5,21.587475,0.155,,,291.111883,39.949104,6050,0.99,1.22,,2.2
1397,Kepler-122,Transit,5,37.993273,0.227,,,291.111883,39.949104,6050,0.99,1.22,,2.6
1398,Kepler-122,Transit Timing Variations,5,56.268,,,,291.111883,39.949104,6050,0.99,1.22,36,1.75
1399,Kepler-1220,Transit,1,7.42693741,,,,297.070369,42.977741,5842,1,0.99,,1.52
1400,Kepler-1221,Transit,1,12.00096042,,,,285.822349,45.711891,5194,0.87,0.82,,1.88
1401,Kepler-1222,Transit,1,1.91694425,,,,294.889655,49.379768,5239,0.84,0.8,,0.79
1402,Kepler-1223,Transit,1,16.301259,,,,285.29575,44.552753,4870,0.8,0.75,,1.22
1403,Kepler-1224,Transit,1,13.32351601,,,,286.625763,37.537304,6155,1.18,1.22,,1.33
1404,Kepler-1225,Transit,1,7.01075434,,,,290.633291,40.136994,6140,1.13,1.19,,1.82
1405,Kepler-1226,Transit,1,17.2923453,,,,296.376909,50.621468,5923,1.02,1.02,,1.45
1406,Kepler-1227,Transit,1,94.2887577,,,,287.066378,41.874908,5747,0.97,0.95,,2.29
1407,Kepler-1228,Transit,1,0.57736958,,,,296.553083,46.96629,5063,0.78,0.74,,1.54
1408,Kepler-1229,Transit,1,86.828989,,,,297.486691,46.996716,3784,0.54,0.51,,1.4
1409,Kepler-123,Transit,2,17.232366,0.135,,,296.998621,42.781956,6089,1.03,1.26,,2.94
1410,Kepler-123,Transit,2,26.695074,0.181,,,296.998621,42.781956,6089,1.03,1.26,,1.48
1411,Kepler-1230,Transit,1,9.95661537,,,,283.2645,41.711449,5961,1.06,1.08,,2.71
1412,Kepler-1231,Transit,1,10.41725184,,,,288.588357,42.605659,5778,1.01,1,,1.42
